Home > Text Tools >Compleat Lister Input > Output
--------------------------------------------------------------------------------

C:\Documents and Settings\Sapi\Desktop\testi_serafini.TXT
932748 bytes
cardina£e _1
cardina£i _3
cardinàl _2
carducci _4
cardusi _1
càre _3
carega _11
carèga _3
caregàri _1
caregàro _1
careghe _9
carèghe _1
carego _1
caregoti _1
caregòto _1
carenina _1
carense _1
carese _1
carestie _2
careteo _2
careto _2
carèto _1
cargàr _2
carghe _2
càrgo _2
cari _14
càri _7
caricatùra _1
carico _1
cariera _14
carieralori _1
carière _1
carità _20
caritàco _1
carl _1
carne _5
càrne _2
carneva£e _1
carni _2
carnivore _2
caro _22
càro _14
carogne _2
carosiere _1
carosieri _1
carosine _1
carpenteria _1
carpine _1
carseràrie _1
carserasiòn _2
carseràti _2
carta _33
càrta _5
cartaseo _1
carte _47
càrte _5
carte£i _3
carte£o _2
carte£oni _1
cartexiàn _1
cartexio _2
cartina _1
cartine _1
carto£ine _2
cartoni _10
cartòni _1
cartuni _7
casa _12
càsa _19
casa£e _2
casamortari _1
càsamortari _1
casanova _7
casarin _1
casca _8
casca' _4
cascà _12
càsca _2
cascar _2
cascàr _7
cascarà _2
cascarghe _3
càsco _1
case _9
càse _2
caserma _2
casermeta _1
casermete _1
caseta _1
casèta _2
casetuni _1
cash _4
càsi _2
càsia _1
càsiarobìnia _1
casièr _1
caske _1
càski _1
caso _6
càso _11
casolìn _1
cassa _1
cassandra _1
casta _1
càsta _1
caste _1
castelfranco _2
castilla _1
castità _1
castrasion _4
cata _6
cata' _2
catà _23
càta _16
cata£an _13
cata£àn _4
cata£ana _3
cata£àna _1
cata£ane _1
cata£ani _19
cata£àni _3
cata£ano _3
cata£àno _1
cata£ugna _1
cata£unya _26
cata£ùnya _1
catae _1
catania _1
catar _3
catàr _18
catarà _6
catara£i _1
catarè _1
catarìa _1
catarlo _2
catarò _1
catarse _4
catàse _2
catasta£i _1
catastrofe _2
catastrofeghe _1
catàva _1
catàvo _1
cate _4
catè _5
categorie _3
catekismo _1
catemo _9
catèmo _2
cati _1
càti _1
cativa _1
catìva _4
cative _3
catìve _1
cativeria _1
cativi _3
catìvi _2
cativo _9
catìvo _1
cato _9
càto _7
cato£ega _22
catò£ega _3
cato£egapar _1
cato£eghe _2
catò£eghe _1
cato£eghi _18
catò£eghi _4
cato£ego _7
catò£ego _1
cato£iseximo _2
cato£isèximo _1
cato£isi _2
cato£isità _1
catodico _4
catorcio _1
cattivo _1
caturàr _1
caucaxego _1
càuto _1
cauxa _3
cauxà _8
càuxa _22
càùxa _1
cauxe _1
càuxe _5
cavà _4
càva _4
cava£i _1
cavà£o _1
cavandone _1
cavàr _3
cavarà _1
cavarghe _4
cavarli _1
cavarne _2
cavarte _1
cavarve _1
cavàrzere _1
cave£i _4
cavè£i _1
cavemo _3
cavémo _1
cavémoghe _1
càvro _1
caxa _80
càxa _99
caxakistàn _1
caxanova _4
caxarìn _4
caxe _13
càxe _26
càxein _1
caxerma _13
caxerme _47
caxermete _3
caxi _3
càxi _5
caxin _1
caxìn _6
caxìni _1
caxino _1
caxinò _1
caxo _9
càxo _41
caxocofà _1
caxoto _3
cc _9
ccontrastàr _1
cct _2
ce _3
c'è _2
ceausescu _1
cede _1
cee _6
ceki _1
cekia _2
cellini _3
cenerento£a _2
censiminti _1
censori _1
censura _2
censuremo _2
cento _1
çentra£e _1
century _1
cerca _1
cermis _1
cervello _2
césare _3
ceso _1
cèso _1
cexa _59
céxa _51
cèxa _28
cexa+carabinieri _1
cexe _7
cexe+carabinieri _1
c'ho _1
ci _9
cia _7
cìa _2
ciaco£a _1
ciàco£a _1
ciaco£ando _1
ciaco£ar _1
ciaco£àr _1
ciaco£avimo _1
ciaco£e _7
ciàco£e _11
ciaco£emo _2
ciacolàr _6
ciama _21
ciama' _4
ciamà _34
ciàma _27
ciàma£a _1
ciamai _1
ciamando£o _3
ciamàr _7
ciamarìa _1
ciamarìsimo _1
ciamarla _3
ciamarli _1
ciamarlo _2
ciamaro _2
ciamava _5
ciamàva _3
ciamè _6
ciàme _1
ciamè£i _2
ciame£o _1
ciamè£o _1
ciamemo _6
ciamèmo _1
ciamémo£i _1
ciamemo£o _2
ciaméo£i _1
ciàmi _1
ciamo _3
ciàmo _1
cianpi _1
ciao _43
ciào _2
cìao _1
ciapa _21
ciapa' _7
ciapà _36
ciàpa _24
ciapando _2
ciapar _7
ciapàr _19
ciaparà _2
ciaparghene _1
ciaparghine _1
ciaparla _2
ciaparle _1
ciaparli _7
ciapava _2
ciapàva _5
ciapàvo _1
ciape _2
ciapè _3
ciàpe _1
ciape£a _1
ciapemo _6
ciapèmo _1
ciapi _3
ciàpi _4
ciapo _2
ciàpo _5
ciara _2
ciàra _10
ciaramente _2
ciàre _1
ciàri _2
ciaro _18
ciàro _39
ciarobianco _1
ciava _6
ciavà _4
ciàva _8
ciavada _2
ciavade _2
ciavadòr _1
ciavàparke _1
ciavar _5
ciavàr _10
ciavarli _1
ciavarme _1
ciavarsine _1
ciavarte _1
ciave _8
ciàve _4
cike _2
cin _1
cinecittà _1
cinese _1
cinexe _2
cinexi _1
cio _1
ciò _3
cioè _1
cioe` _2
ciòo _1
cioxoti _1
cipollini _1
cirio _10
citadinansa _1
citran _1
ciucia _2
ciuciàr _1
ciuciarghe _1
ciuciarve _1
ciuciava _1
civi£e _2
civil _4
clan _2
clàn _1
clandesdino _1
clandestina _4
clandestinamente _1
clandestini _1
clandestino _2
clase _7
clàse _2
clàsega _1
clàseghe _3
claseghi _1
clàsego _1
clàsi _1
clasifegàr _1
clasificasiòn _1
claudia _1
claudio _1
clava _2
cle _2
clear _1
clerego _1
clerica£è _1
clerica£i _1
clericàl _1
clické _1
cliente _5
cliente£ari _1
clienti _30
clientike _1
clìma _2
climateghi _1
clìnega _1
clint _1
clòni _1
club _1
cm _1
cnesset _1
cnow _4
co _1526
co>onia _1
co£a _2
co£abora _2
co£aboràr _2
co£aborasiòn _1
co£aboratori _1
co£aboro _1
co£ae _1
co£aità _1
co£ake _1
co£asa _1
co£asàr _3
co£audà _1
co£e _2
co£ector _1
co£ega _1
co£egà _1
co£eghe _1
co£eghi _4
co£ejo _1
co£estero£o _1
co£ine _2
co£o _11
cò£o _3
co£ocaminti _1
co£ocamneto _1
co£ona _4
co£one _3
co£one£i _1
co£one£o _1
co£oni _2
co£onia _11
co£onia£ismo _1
co£oniàl _2
co£onie _3
co£onixa _4
co£onixa' _2
co£onixà _9
co£onixador _2
co£onixadori _5
co£onixadòri _1
co£onixaduri _1
co£onixadùri _2
co£onixando _1
co£onixàr _4
co£onixarne _3
co£onixarnefa _1
co£onixasion _2
co£onixasiòn _19
co£onixàsiòn _1
co£onixasiònghe _1
co£onixatòr _1
co£onixatori _1
co£onizà _1
co£onnizzazione _2
co£or _8
co£òr _1
co£ore _1
co£ori _18
co£osà£i _1
co£osàl _3
co£oseo _1
co£umbia _1
co£uxiòn _1
coa _5
coà _13
còa _4
coa£e _15
coa£i _10
coa£ità _20
coa£itativa _2
coa£itativamente _2
coa£itative _1
coa£itativo _1
coa£itatìvo _1
coadrà _1
coadràm _1
coagu£àr _1
coai _1
coal _19
coàl _10
coalke _39
coalsiasi _8
coalsiàsi _2
coando _13
coant _1
coanta _2
coante _5
coanti _7
coantifegàr _1
coantità _8
coanto _23
coare£i _1
coarè£i _1
coare£o _2
coarè£o _3
coarexemain _1
coartièr _1
coasi _1
coatro _14
coaxi _25
coca _2
cocaìna _1
codardi _1
codifegà _1
codificasiòn _2
còdigo _1
codise _1
coe£e _2
coe£o _3
coea _2
coee _1
coei _10
coel _9
coerensa _8
coerente _2
coersitivi _1
coersitìvo _1
coerti _4
coerto _4
coertura _1
coerturà _2
coerture _1
coèrxar _1
coerxarle _1
coèrxarse _1
coerxe _3
coesta _1
coestiòn _11
coestionà _2
coesto _4
coesture _5
coexiòn _2
coexìva _3
coexivo _1
cofa _4
cofa' _32
cofà _228
còfani _1
cognitivi _1
cognitivo _1
cognome _2
cognomi _3
coi _6
coinsìde _1
coinsidensa _3
coinsidense _1
cojòn _1
cojoni _6
cojòni _1
col _104
colàsi _1
colàso _1
colla _3
collage _1
colòr _9
colòri _1
colpa _45
colpe _3
colpevo£e _3
colpevo£esa _1
colpevo£i _1
colpi _4
colpìi _1
colpìì _1
colpio _2
colpo _10
colta _2
coltelli _1
coltello _1
coltivà _4
coltivàr _2
coltivarla _1
coltura _92
coltùra _10
colturà£e _1
coltura£i _7
colturà£i _5
coltural _8
colturàl _30
colturalmente _6
colture _7
coma _1
còma _1
comanda _13
comandàr _2
comandava _2
combatu _2
come _226
còme _2
comedia _1
comèdia _1
comediografìa _2
còmego _1
comemora _1
comemorasiòn _5
comenti _1
comercia£ixarli _2
comersa _2
comersante _2
comersanti _9
comersava _1
comersi _1
comersia£i _1
comersial _2
comersiàl _4
comersiàr _1
comerso _9
comete _2
comike _2
comisari _1
comìsio _1
comision _4
comisiòn _7
comisiono _2
comitiva _1
commette _1
commodities _1
comoda _1
còmoda _1
comodava _2
comode _1
còmode _1
còmodi _3
comodo _6
còmodo _10
comonisti _1
comovarse _1
comovi _1
compagni _1
compagno _3
comparìr _1
competitivi _1
competitività _3
competitivo _3
compi£ar _1
complicazione _1
componenti _2
composti _1
composto _1
compromisòrie _1
computer _2
comsky _8
comun _2
comùn _24
comuna£i _8
comunà£i _3
comunàl _1
comuni _8
comùni _2
comunicà _2
comunicàr _6
comunicasion _3
comunicasiòn _23
comunicati _2
comunismo _11
comunista _6
comuniste _1
comunisti _17
comunità _23
comunitari _1
comunnnicasiòn _1
comunque _17
con _15
conata _1
conbatar _6
conbàtar _9
conbatarli _1
conbate _5
conbàte _1
conbatemo _1
conbatesto _1
conbatésto _1
conbatéva _1
conbatimento _2
conbatù _4
conbina _1
conbrico£a _1
concàuxa _1
concesiòn _3
concludar _1
conclùdar _1
conclude _1
concludesto _3
concludeva _1
conclusiòn _4
concluxion _11
concluxiòn _42
concoista _1
concomitante _1
concorar _1
concorda _1
concordà _2
concordaticioè _1
concordemente _1
concorensa _4
concorenti _2
concorsi _3
concorso _1
concreta _1
concretezza _2
condana _2
condanà _3
condanando£o _2
condanar _1
condanàr _2
condane _1
condàne _2
condision _1
condisiòn _12
condisiona _2
condivìdar _3
condivide _4
condivixiòn _4
condoni _3
condono _1
condotieri _1
conduxesto _1
conejàn _2
coneji _3
conèsi _1
conesiòn _1
confarense _1
conferensa _3
conferense _1
conferma _2
confermàr _1
confermo _1
confesà _1
confesi _1
confesiòn _1
confesionà _3
confesional _1
confesionàl _2
confesionàr _1
confida _4
confidà _3
confidarghe _1
confidensa _3
confììn _1
confìn _2
confinà _1
confinanti _2
confinarla _1
confine _7
confìne _1
confini _59
confìni _4
confliti _3
conflito _1
conflitua£ita' _2
conflitua£ità _9
confluìr _1
conforma _2
conformar _1
conformàr _9
conformarse _2
conformasiòn _1
conformàva _1
conformità _1
confortevo£e _1
confronta _2
confrontà _1
confrontàr _1
confrontarse _3
confrontè _1
confronti _6
confronto _2
confuxiòn _2
conge£àr _1
congelà _1
congo£exi _2
congregasiòn _2
congresi _1
còni _2
conici _2
conkista _2
conkistar _1
conkistarse£a _1
conkiste _1
conkluxiòn _1
conosàr _1
conósar _1
conosare _1
conosaremo _1
conose _35
conòse _3
conosemo _7
conosèmo _3
conosensa _28
conosense _2
conosenti _1
conosenza _2
conoseva _1
conosevo _3
conosi _2
conosì _9
conosiensa _2
conosìmo _1
conosio _2
conosìo _1
conoso _25
conosu _1
conosù _12
conosue _1
conosùo _1
conotà _2
conotato _1
conpaexàn _2
conpagna _11
conpagnà _2
conpàgna _1
conpagnarà _1
conpagne _1
conpagni _10
conpàgni _2
conpagnìa _6
conpagnìake _1
conpagnìe _4
conpagno _46
conpàgno _9
conpany _1
conparasion _2
conparasiòn _1
conparativo _1
conpartimenti _1
conpasionevo£e _1
conpatibi£e _1
conpatriota _1
conpensa _1
conpensàr _1
conpetar _1
conpetare _1
conpetensa _1
conpetenti _1
conpetisiòn _5
conpetisiòna _1
conpetitive _1
conpetitivi _2
conpetitivita' _4
conpetitività _4
conpetitivo _1
conpetitìvo _1
conpilàr _3
conpimento _1
conpir _2
conpisto _2
conpiti _3
conpiva _1
conplesa _1
conpleso _1
conpletamente _14
conpletàr _1
conpleto _1
conplicà _5
conplimentarme _1
conplimentarse _4
conpliminti _4
conponenti _1
conponinti _1
conporta _4
conportà _2
conportamento _2
conportaminti _1
conportarà _2
conportarse _2
conpoxisiòn _1
conprendesti _1
conprendesto _1
conprensibi£e _2
conprension _2
conprensiòn _2
conpresi _1
conpresòri _1
conprexa _2
conprexe _1
conprexi _1
conprexo _2
conprìmar _2
conprimendo _1
conpromesi _1
conpromisi _2
conquista _3
conquistàr _1
conrad _1
consa _4
consà _4
cònsa _2
consarle _1
conse _4
consegna _4
consegnà _2
consegnar _2
consegnàr _1
consegnata _1
consegnava _1
consegne _3
consegoensa _19
consegoense _14
consegoente _2
conseguense _1
consenso _52
consensuàl _1
consent _1
consentrà _1
consentramento _5
consentrarlo _2
consentrarse _1
consepìo _1
conserie _2
conserta _1
consertà _4
conserva _2
conservà _1
conservadori _2
conservàr _7
conservarìa _1
conservarli _2
conservasiòn _1
conservative _1
conservatorismo _3
consesiòn _2
conseso _1
conseti _7
consèti _1
conseto _28
consèto _1
consi£i _1
consi£ia _1
consi£ier _1
consi£io _9
consì£io _1
consi£ioa _1
considara _1
considarà _8
consìdara _1
consìdara£o _1
considarando _4
considaràr _2
considarava _1
considare _1
considaremo _2
considarevo£e _1
considaro _1
consìdaro _1
considerarà _1
considerasiòn _1
consiente _1
consigli _3
consistente _1
conso£a _2
conso£asiòn _1
conso£ati _4
conso£ato _2
conso£ida _1
conso£idà _1
consonante _1
construio _2
consu£ense _1
consu£enti _1
consu£inti _1
consultà _1
consultàr _2
consultivo _1
consuma _7
consuma' _1
consùma _2
consumador _3
consumadòr _2
consumadori _3
consumar _2
consumàr _5
consumarisimo _1
consumarli _1
consumasiòn _1
consumemo _2
consumismo _4
consumista _1
consumistega _2
consùmo _2
conta _49
conta' _2
contà _13
cònta _3
contadin _2
contadìn _8
contadina _2
contadine _2
contadinesco _2
contadini _22
contadino _4
container _2
contajoxi _2
contajòxo _1
contante _1
contar _1
contàr _18
contarà _1
contarghe _1
contario _1
contàrke£a _1
contarne _4
contarve _2
contatà _2
contatarà _1
contate _2
contati _2
contato _5
contàto _1
contava _6
contàvo _1
conte _1
conteghe _2
contemo _1
contèmo _1
contener _1
contenta _1
contenti _7
contentìn _2
contento _4
contenùdo _1
contenuto _6
contesta _2
contesti _2
contesto _3
conti _53
cònti _2
contìn _2
continenti _1
continoa _1
continoarà _1
continoasiòn _1
continuasiòn _3
continue _1
continuità _1
conto _87
cònto _1
contospexe _1
contra _5
contrà _2
contradìr _1
contradirse _1
contradision _2
contrapòn _1
contraponendo£a _1
contraponeva _1
contrapòr _1
contrapoxisiòn _3
contrari _1
contrariamente _2
contrario _11
contrarìo _1
contràrio _5
contrastàr _1
contrasto _1
contrati _7
contràti _3
contratinpi _1
contrato _1
contribuemo _1
contribuenti _1
contribuir _1
contribuìr _1
contribuise _2
contribusiòn _2
contributi _2
contribùti _1
contributi+iva _1
contro _237
còntro _1
contro£a _19
contro£à _1
contro£abi£i _1
contro£ar _2
contro£àr _8
contro£arà _2
contro£arla _1
contro£ava _1
contro£e _1
contrò£e _1
contro£i _17
contrò£i _1
contro£o _50
contrò£o _2
controbi£ansa _1
controeo _1
controinformasiòn _1
controlà _6
controlàr _9
controlli _1
controllo _1
contromexùra _2
contromexùre _1
controreasiòn _1
controvoja _1
convegneva _1
convegno _1
conveniensa _1
convensiona£i _2
convensù _1
conventi _4
conversasiòn _2
convertìa _1
convertible _1
convertìi _1
convertìo _1
convertir _1
convertirli _1
convien _6
convièn _3
convinsa _1
convinsàr _1
convinsarse _1
convinsemo _1
convinsimento _2
convinso _1
convinti _1
convivar _3
convive _1
convivensa _1
convivense _1
convivesto _2
convivo _1
cooe _1
coopera _1
cooperàr _1
cooperasiòn _4
cooperatevistego _1
cooperativa _2
cooperativistego _1
cooperatività _1
cooperativo _2
copa _14
copà _17
còpa _4
copando _1
copando£i _1
copar _12
copàr _14
coparà _1
coparli _1
copàrli _2
coparlo _2
coparse _7
copàrte _1
coparve _1
copase _1
copava _4
copàva _1
cope _1
copè _2
cope£i _1
copemo _1
copenhaghen _1
copernico _1
copernik _1
coperti _1
copia _3
copià _2
còpia _8
copiando _1
còpie _4
copiemo _1
copiete _1
copiète _2
copo _3
coprifògo _1
copyright _24
copyrights _9
cor _4
còr _4
corajo _24
coràjo _18
corajoso _1
corajoxi _1
coralmente _1
coràn _4
coràni _1
coranista _1
còrar _2
corarghe _1
corayo _2
corda _1
core _4
còre _9
coreàn _1
coreje _2
corente _29
corenti _3
coresto _1
coreto _2
coreva _2
coriere _2
corìmo _1
corispondente _1
cornixe _2
corno _3
cornuto _1
coro _5
coro£ari _3
coro£ario _6
coroborasiòn _2
coròmpar _4
coronpar _1
corónpar _2
corota _1
coroti _14
coròti _5
coroto _4
coròto _5
corpi _3
corpo _16
còrpo _3
corporà£i _1
corpus _3
corretto _1
corriere _1
corsa _2
corsari _1
corsaro _1
corsi _7
corsie _1
corsivo _1
corso _4
cortami _1
corte _4
corte£aso _1
corte£àso _4
corte£i _1
corte£o _2
cortei _1
corteo _1
cortes _1
corti _2
cortina _5
cortìna _1
corusion _3
corusiòn _17
corutòr _2
corùtòr _1
corutòt _1
cos _1
cosa _276
cosà _1
còsa _16
coscienza _1
cose _1
così _2
cosiditi _1
cosìdìti _1
cosiensa _13
cosiense _3
cosiente _5
cosienti _11
cosovara _1
cosovari _2
cosovaro _1
cosovo _12
còsovo _2
cossa _3
costa _35
costà _2
còsta _2
costanso _1
costante _15
costantemente _1
costanti _5
costantinopo£i _2
costarà _3
costarìa _2
costava _6
coste _2
costexe£e _1
costi _19
còsti _2
costituìa _1
costituio _1
costituir _2
costituise _1
costitusion _4
costitusiona£i _2
costitusionalmente _1
costo _15
còsto _1
costoxe _1
costrete _3
costreti _8
costreto _9
costrictortigran _1
costrinxe _2
costrinxesta _1
costrinxesti _1
costrinxesto _2
costrìo _1
costrisiòn _1
costroio _1
costruendo _1
costruì _5
costruia _1
costruìa _3
costruie _1
costruii _3
costruimo _1
costruìmo _1
costruio _18
costruìo _7
costruir _5
costruìr _35
costruirà _2
costruirghe _1
costruirla _3
costruìrla _1
costruirli _1
costruirse _2
costruise _11
costruìse _2
costruìsimo _1
costruiso _3
costruiva _2
costrujo _10
costrusiòn _12
costrusiònberto£i _1
costrutìve _1
costrutrise _1
costs _1
costuir _1
costumà _7
costumansa _1
costùmanse _1
costumar _2
costumarà _1
costùme _3
costùmi _1
cota _3
còti _1
cotidiano _1
cowboy _2
coxesto _1
coxina _1
coxìna _2
cpaità _1
cpar _1
craàta _1
cracovia _1
cracòvia _1
cravata _3
cravàta _2
craxi _1
cràxi _2
crea _1
crea' _8
creà _28
crèa _18
creando _5
crear _19
creàr _38
crearave _1
crearàve _1
crearò _1
crease _1
creasiòn _2
creda _1
credame _7
crèdame _5
credar _6
crèdar _17
credare _1
credarè _6
credarghe _1
crèdarghe _3
credarve _1
crede _37
crède _11
credense _3
credente _2
credesto _1
credeva _7
credéva _1
credevino _1
credi _1
credì _8
crèdi _2
credi£o _1
credì£o _1
credibi£e _4
credibi£ità _3
credìghe _1
credilo _9
credime _8
credìme _11
crédime _1
credio _7
credìo _11
credit _1
crediti _1
credito _18
crèdito _11
creditori _3
credo _30
crèdo _14
credù _1
credu£ità _4
credu£ona _3
cree _1
cree' _2
creemo _1
crema _1
creo _1
crepa _2
crepe _1
crèpe _1
cresar _6
crèsar _24
cresarà _4
crese _14
crèse _5
cresemo _1
cresente _1
cresesto _1
creshmir _1
cresiòn _1
cresita _1
crèsita _3
crespo _1
cresù _10
crexe _1
crime _1
crimina£e _6
crimina£i _26
criminà£i _6
crìminà£i _1
crimina£ita' _2
crimina£ità _7
crimina£ixa _3
crimina£ixà _7
crimina£ixàr _19
crimina£ixarli _2
crimina£ixasiòn _3
